Doc_id,X,Y,MRD,Cluster
1,17.112667,5.8190017,0.0029834449999999995,1
2,18.61222,6.726864,0.0027058567,2
3,19.02071,5.985852,0.004310401000000002,-1
4,18.525732,6.3112226,0.0023461330000000002,2
5,16.13822,5.6333356,0.003246618999999999,1
6,18.903873,5.992604,0.0033984859999999922,-1
7,17.242153,7.079109,0.001658440000000011,3
8,19.777102,6.800771,0.0021478639999999993,1
9,17.015455,7.1395774,0.0022210657999999998,1
10,19.448631,7.3609853,0.0028845717000000005,1
11,19.97762,6.2731705,0.0025584873,1
12,18.928732,8.049104,0.002230618,2
13,19.400143,4.2984896,0.0021297866999999996,2
14,18.165657,6.183726,0.003690479,-1
15,19.580873,4.285863,0.0024325419999999993,2
16,19.650265,6.7408595,0.008076758,-1
17,17.221048,1.7921352,0.0023285029999999957,2
18,17.914139,2.4643703,0.011210719999999993,-1
19,19.01233,5.6583486,0.0025165399999999977,2
20,19.38197,5.2620425,0.002082559999999997,2
21,17.136803,3.6365554,0.002121498000000001,2
22,18.652952,6.248536,0.002651751000000001,2
23,18.048761,4.984339,0.009680652000000005,-1
24,19.221415,5.631363,0.0024325540000000034,4
25,18.946344,4.5304914,0.0023799787000000003,2
26,16.931894,2.8267627,0.004967759999999988,-1
27,18.145313,7.1478024,0.003149337999999998,2
28,17.50374,4.2025676,0.0028158149999999993,2
29,16.274107,4.1454225,0.0026736730000000005,1
30,18.888775,7.34416,0.008662068000000002,-1
31,19.188547,4.692382,0.0022330610000000006,2
32,19.338276,4.322001,0.005787769999999998,-1
33,17.994398,4.8195157,0.002692916,1
34,18.100107,4.2699604,0.0023007800000000023,2
35,17.382515,3.4243479,0.0034320099999999992,-1
36,17.483892,2.7839074,0.0026175140000000013,2
37,16.317978,1.5377878,0.0018742100000000012,3
38,19.490427,4.5419583,0.002081880000000008,3
39,19.18106,6.5768404,0.002645520000000002,2
40,19.185862,6.309347,0.0027573109999999984,2
41,17.808285,3.3184414,0.003052922999999999,2
42,16.753506,2.2193763,0.0017258770000000007,2
43,19.348854,4.2739162,0.002182690000000001,4
44,16.22446,1.1999995,0.002712909000000003,2
45,16.227684,1.6444958,0.017966179999999998,-1
46,16.43998,3.2390528,0.0026675320000000002,1
47,16.549313,1.6791883,0.0030175129999999994,2
48,17.798449,2.9510274,0.0016124859999999963,2
49,16.08263,1.2656196,0.025544819999999996,-1
50,17.740936,2.686141,0.0022419189999999985,2
51,17.7538,4.784985,0.0020860899999999988,2
52,17.037989,1.6983327,0.001724493999999993,3
53,19.196926,5.9133554,0.0022670959999999997,2
54,19.062243,6.0455317,0.023322359999999986,-1
55,18.81851,4.6472416,0.002812969999999998,4
56,17.214281,7.8398314,0.0015905160000000002,3
57,17.02035,7.9505987,0.002399639999999998,2
58,17.215286,7.9171696,0.002295367999999999,2
59,16.794,5.552976,0.0024325540000000034,4
60,17.656898,2.4639328,0.0022810239999999996,2
61,16.26554,5.9633646,0.003078329999999997,2
62,19.759449,5.7097964,0.0024110399999999997,2
63,16.632631,5.7367153,0.001953233999999998,2
64,16.863531,6.365866,0.0027733070000000026,2
65,19.204391,8.006585,0.0036333989999999955,-1
66,16.78306,6.519255,0.00352947,2
67,17.857222,7.0654807,0.0028802299999999975,2
68,19.342487,5.9521356,0.0020310929999999977,2
69,17.543615,2.2418602,0.0023714949999999978,2
70,18.551668,7.7581415,0.003738916000000002,1
71,20.225113,6.1570945,0.002330985474,1
72,18.909733,6.5700274,0.003834129999999991,0
73,20.43017,5.784656,0.0026736730000000005,1
74,18.44192,7.095595,0.0023491150000000127,4
75,19.91352,4.739758,0.0027613739999999987,1
76,17.822603,7.1205587,0.0027826870000000024,2
77,17.826347,5.995655,0.0027187300000000025,4
78,16.468319,2.5970857,0.002047312999999995,2
79,16.819662,7.366381,0.001581810000000003,3
80,18.346405,5.9605165,0.0018870789999999998,2
81,17.750048,6.3027153,0.0020970799999999977,2
82,18.714254,8.072608,0.0032253360000000005,1
83,17.67692,6.101663,0.0026730650000000022,2
84,17.26192,6.594572,0.00482602,-1
85,18.308458,6.72459,0.003520103,1
86,18.173231,5.4876375,0.004520336,0
87,16.641209,2.7088027,0.007706739999999997,-1
88,19.712683,4.359215,0.0016576539999999945,3
89,20.008738,4.999617,0.002047238,2
90,18.224363,6.1046233,0.027411989999999997,-1
91,16.31031,3.6297069,0.03267924,-1
92,18.941956,4.8648276,0.002522719999999992,4
93,19.67879,5.4754844,0.003879814000000009,0
94,18.177141,7.9583025,0.0035032310000000025,2
95,16.389063,2.6053877,0.0019218970000000023,2
96,17.506136,5.447555,0.0037966200000000005,0
97,17.10514,3.0514226,0.003328903000000001,2
98,18.089058,6.725908,0.003048040000000002,2
99,16.91009,6.84836,0.002581019000000004,2
100,16.183626,1.3564061,0.0032771140000000115,-1
101,19.285194,4.8085213,0.0029248199999999946,4
102,18.951973,7.943143,0.0030694980000000004,2
103,17.091148,7.798185,0.002158877999999996,2
104,18.862995,5.757073,0.0025502889999999973,2
105,17.731348,6.6422067,0.0030470459999999994,2
106,17.17192,6.5075045,0.0030558769999999985,2
107,17.251383,6.5670342,0.003149337999999998,2
108,17.04065,8.052379,0.002137027999999999,2
109,18.080446,6.8297987,0.003530966,2
110,16.389788,6.4685063,0.0030586190000000003,2
111,16.39485,4.656044,0.003147502999999996,2
112,16.239939,3.867832,0.0026380380000000023,2
113,19.201128,4.411125,0.0025347125000000003,1
114,16.665543,6.4583936,0.0025904120000000003,2
115,16.247023,2.2227273,0.010010696999999999,-1
116,17.527273,6.385699,0.0027432150000000002,1
117,16.56696,6.738461,0.003025759000000001,2
118,17.741049,7.8822227,0.0031786999999999926,-1
119,16.881151,7.4158287,0.0022899670000000004,2
120,16.6037,1.835129,0.02257759000000001,-1
121,16.755259,5.2948036,0.0023799787000000003,2
122,20.17761,5.867468,0.007897231999999997,-1
123,16.210278,2.852705,0.009367734000000003,-1
124,16.424362,4.4406357,0.002891609,1
125,18.108782,7.063253,0.002005834999999999,2
126,18.263618,7.9520516,0.0034979200000000016,2
127,16.725042,5.1050816,0.0020348879999999986,2
128,17.405863,5.8947654,0.002141729,2
129,17.468815,2.5010676,0.003596800000000011,-1
130,18.188145,4.1702423,0.0026843339999999966,4
131,17.745768,3.8071916,0.026742578000000003,-1
132,17.007193,5.652539,0.002197352999999999,2
133,19.14245,7.4113317,0.002629296999999999,1
134,16.301058,1.1865418,0.0016513340000000043,3
135,19.210318,5.305415,0.002680960000000003,2
136,17.723156,2.5220122,0.004050189999999995,0
137,17.726038,4.9005604,0.004597171000000001,-1
138,16.231554,2.6743338,0.0025140961,2
139,17.616428,4.3366966,0.0028610300000000005,4
140,17.375668,7.6094,0.01119315600000001,-1
141,17.454702,4.2069435,0.0015981099999999998,3
142,20.31424,5.9740815,0.0034363050000000006,-1
143,18.110497,5.0930943,0.0039001149999999957,0
144,19.259075,6.873167,0.005024605000000001,-1
145,16.609318,3.0679142,0.00808302000000001,-1
146,18.673546,7.0956306,0.00282105135,1
147,16.529886,2.2600563,0.0025209634,1
148,17.632769,2.5330188,0.0033258139999999964,-1
149,18.859203,7.9320645,0.0020212579999999997,2
150,17.722748,5.336797,0.003050265,1
151,18.04008,7.091466,0.005730084999999999,-1
152,17.903994,5.2684436,0.0037872070000000008,-1
153,19.026411,4.348325,0.0024145980000000004,2
154,18.362186,5.439036,0.001958535000000001,2
155,18.651247,7.7106295,0.0022868140000000016,1
156,18.773958,7.792049,0.0027942604000000004,1
157,18.086702,5.359844,0.003703479999999995,-1
158,17.229414,6.804659,0.0029775080000000002,2
159,16.979313,7.99956,0.002598610000000001,2
160,19.437807,6.7154374,0.002081764,3
161,18.507317,6.3869696,0.00300901094,1
162,19.65669,4.793469,0.008038867999999998,-1
163,17.767672,2.2524579,0.002680960000000003,2
164,18.135277,6.3668213,0.0025754300000000035,2
165,19.83761,4.4098315,0.003619009999999992,0
166,18.082329,5.5843663,0.0030894100000000008,2
167,19.727787,4.452886,0.003439274000000006,-1
168,19.66428,4.760233,0.00591818999999999,-1
169,17.28132,1.9097232,0.008176796000000004,-1
170,16.97251,5.668015,0.06357557999999999,-1
171,20.15011,5.723113,0.0024804959999999987,2
172,17.3704,2.2763772,0.002871341999999992,2
173,20.1307,5.5900707,0.0027427714999999995,1
174,16.406792,1.7802199,0.002452009,1
175,16.641304,2.0985103,0.0027432150000000002,1
176,16.863544,1.4660953,0.007798160000000012,-1
177,17.886322,4.04357,0.0025566295,2
178,17.325869,1.7194316,0.015586954,-1
179,18.561916,5.4154363,0.0024891994000000002,2
180,18.801344,4.9803386,0.016337484,-1
181,18.569735,5.83876,0.0030675250000000015,2
182,17.494038,4.903456,0.002405044999999999,2
183,19.458166,6.0463996,0.0027933387699999998,1
184,16.737173,1.5434086,0.017773540000000004,-1
185,20.209658,6.161401,0.002830741999999997,1
186,18.503073,5.280057,0.003460183000000002,1
187,17.56781,5.3293486,0.004161607000000005,-1
188,20.31216,5.84114,0.0024461700000000045,2
189,18.3289,7.995764,0.0024532300000000007,2
190,16.799747,3.3767204,0.0025815668,2
191,17.572939,6.5982504,0.016861666999999997,-1
192,20.192438,5.4996166,0.002494138,1
193,17.022427,6.558654,0.0028241340000000003,1
194,19.526567,4.9791203,0.00482602,-1
195,16.987593,3.4857664,0.0027970140000000004,1
196,17.267357,5.359491,0.002277496000000004,2
197,17.109488,6.3866487,0.0026335877000000004,1
198,17.840837,3.1119077,0.003510746999999998,2
199,19.438202,5.0115066,0.002734654000000003,2
200,17.532726,7.277599,0.005126200000000011,-1
201,17.562777,2.3070784,0.0022037050000000002,2
202,17.549002,6.118183,0.002782154000000002,2
203,18.054865,6.316536,0.0029060898,1
204,17.815485,5.9733243,0.0030276374,1
205,18.543577,7.1302,0.0029898247,1
206,17.66579,5.227359,0.002982257000000002,2
207,18.019234,5.659098,0.002766675999999999,1
208,17.354782,5.188243,0.0027943900000000008,2
209,17.932428,5.353379,0.0029674807,1
210,16.86139,2.9270968,0.0028610300000000005,4
211,18.779703,7.04598,0.002764387,1
212,15.787456,4.0040183,0.004949505000000007,-1
213,16.922934,5.9321804,0.0024812615000000004,1
214,16.49358,6.947961,0.0028701660000000004,2
215,18.578802,4.1970024,0.0048457600000000045,-1
216,18.03645,7.151467,0.03280063,-1
217,15.750732,3.8979945,0.002321468,2
218,15.633186,4.099177,0.0017585119999999968,2
219,17.049238,7.2909765,0.026507069999999994,-1
220,18.209208,7.473726,0.002496070500000001,2
221,15.680312,3.9653106,0.01042599000000001,-1
222,17.855974,6.777959,0.004212904000000003,0
223,17.229033,4.6617775,0.0029478704999999997,2
224,18.461166,7.535008,0.0023722220000000002,2
225,18.58205,4.8841977,0.0020638700000000024,2
226,16.768393,6.1599803,0.0027999239999999953,2
227,18.254007,6.1482277,0.002274540700000001,2
228,16.504826,6.3752036,0.0023897189999999985,2
229,18.607754,4.6610494,0.002409767526,1
230,19.380714,6.5518413,0.0021594060000000026,1
231,17.66841,2.429296,0.0015758950000000008,2
232,19.340437,5.030806,0.003100696,2
233,16.514175,2.500382,0.0018997260000000044,3
234,16.318092,1.3847415,0.003052922999999999,2
235,20.125864,5.3950405,0.002777338,1
236,16.053595,3.321588,0.013828764,-1
237,18.84805,8.166621,0.0026627303,1
238,15.865901,1.2464106,0.0021729210000000013,2
239,17.96537,6.2370076,0.033265484,-1
240,18.093975,5.831181,0.007916840000000008,-1
241,17.103018,1.3941524,0.0031919730000000007,1
242,16.287981,4.5612664,0.007246209,-1
243,17.141329,5.2541738,0.0016615149999999954,2
244,16.301287,4.555917,0.002113715000000002,2
245,18.985645,4.812883,0.012944485999999991,-1
246,16.238443,1.5630162,0.002063355000000003,3
247,18.63727,7.7213206,0.0029525590000000004,1
248,18.02894,7.6278415,0.0024591119999999994,2
249,17.108313,6.8948054,0.001589133999999992,3
250,18.256462,5.0900536,0.0021912291,2
251,17.857492,2.3515425,0.0025149621,1
252,19.290787,4.3158545,0.002285572700000001,2
253,16.386793,1.3769853,0.0020255169999999975,2
254,16.230263,4.453769,0.003073356999999999,2
255,18.86957,7.893661,0.0032323770000000016,1
256,17.335215,1.9109174,0.001644213999999998,2
257,16.314346,4.605864,0.0022901659999999997,2
258,18.972134,6.625633,0.0024649134,2
259,19.174788,6.2118607,0.003691478000000005,2
260,19.776299,5.401531,0.002942231,2
261,17.097776,7.987121,0.00737665500000001,-1
262,17.63662,7.950755,0.001699194000000001,2
263,18.939463,6.8435273,0.0026840411000000003,1
264,17.167166,7.5027394,0.0020520459999999983,1
265,19.873638,6.469932,0.0037085020000000024,2
266,18.868212,7.460476,0.0030226229999999986,1
267,17.840534,7.7521095,0.003428296999999997,2
268,16.814423,1.3661103,0.01713758,-1
269,18.46453,7.2010536,0.0029368725,1
270,17.264568,2.3293173,0.0030542799,1
271,17.425009,6.2058573,0.014805496000000015,-1
272,18.560394,5.591635,0.0030711449999999973,2
273,16.808603,5.7006927,0.0021775830000000038,2
274,17.108517,1.4842497,0.004629025000000009,0
275,15.813351,1.3683267,0.007692950000000004,-1
276,18.338577,5.8150187,0.007874132000000006,-1
277,16.385727,1.4819521,0.002444210000000002,3
278,18.389898,3.6091065,0.013369326,-1
279,16.405394,4.8036485,0.002796185999999999,2
280,20.30953,5.3208876,0.0022511419999999976,2
281,16.226141,1.92209,0.002459812999999998,1
282,17.92495,4.0260935,0.0029218800000000017,4
283,16.05739,1.0915675,0.0017163190000000009,2
284,19.262333,7.886613,0.009070519999999999,-1
285,16.236841,2.1127925,0.0016398640000000048,3
286,16.242037,1.0387785,0.0045950910000000025,-1
287,19.675066,4.0431886,0.0032493299999999947,-1
288,18.597963,6.6394744,0.002788595999999999,1
289,17.835487,3.0862532,0.0020421029999999965,2
290,18.841879,5.4639297,0.0019414719999999996,2
291,17.948235,6.4445276,0.0024648249999999995,2
292,18.119207,4.826222,0.0027760419999999994,2
293,18.594854,6.794033,0.002359306999999998,2
294,19.138529,7.2998204,0.008161981999999998,-1
295,18.48757,7.655694,0.009669296,-1
296,17.69191,7.925958,0.0032478463,2
297,16.253616,1.2464312,0.0030840899999999977,3
298,16.991209,7.7200594,0.002285572700000001,2
299,18.564148,6.2075806,0.0014385839999999928,3
300,19.42629,5.206544,0.0022378189999999985,2
301,19.450106,5.832548,0.0019307869999999963,2
302,19.208427,5.491528,0.002459812999999998,1
303,18.388721,5.524101,0.0026627303,1
304,17.448969,3.6630573,0.002726621000000002,2
305,19.578592,5.7770867,0.002423126999999999,2
306,19.381674,4.1843977,0.0023749519999999996,2
307,19.67017,5.479133,0.0022419189999999985,2
308,16.665386,3.0758097,0.002333740000000001,3
309,18.706038,6.614191,0.002082559999999997,2
310,18.858702,6.9587564,0.0023798016999999998,2
311,16.16214,5.759183,0.0025971825000000006,1
312,19.141289,7.93609,0.002694585000000001,2
313,16.257715,3.846825,0.0021888619999999998,2
314,16.556133,5.339766,0.006070989999999998,-1
315,16.911106,6.328857,0.005082904999999999,-1
316,17.344624,1.8131014,0.005341739999999998,-1
317,18.35197,3.5225098,0.005561666999999999,-1
318,19.220465,7.3675156,0.009285337000000005,-1
319,18.171799,4.645548,0.008236576999999998,-1
320,17.126749,2.7213807,0.0019672189999999992,2
321,17.12801,7.9902587,0.0027872739999999993,1
322,17.135864,8.034577,0.004282140000000004,0
323,16.178625,3.8584218,0.0018014719999999984,2
324,16.69624,5.395317,0.001981433999999999,1
325,17.282097,6.116941,0.0025787820000000017,2
326,18.162617,6.0354114,0.003791020000000006,-1
327,17.949526,6.4052453,0.0024426699999999975,1
328,20.113031,6.2211766,0.002384398500000001,2
329,18.664345,8.071038,0.0027936450000000043,2
330,19.06575,7.8087053,0.0030711449999999973,2
331,17.17524,5.2088647,0.0025298755,1
332,17.57015,6.0711894,0.0019729170000000046,2
333,17.73132,5.6944003,0.0020363199999999994,2
334,17.843374,4.3588305,0.0031356199999999917,3
335,17.45468,2.8311121,0.0023032829999999997,2
336,18.210571,7.012866,0.0022180310000000023,1
337,20.211138,6.0667057,0.0024426699999999975,1
338,16.668493,5.0844727,0.009165246000000002,-1
339,17.795933,2.710966,0.0021729210000000013,2
340,17.521181,2.5829322,0.002371212999999997,2
341,17.291142,1.8643419,0.0023542369999999986,1
342,16.306318,4.718134,0.0020717540000000003,1
343,18.736183,6.5900054,0.0028107132,2
344,17.598412,4.813604,0.0018381209999999981,2
345,17.21802,4.757922,0.002169776,1
346,17.39211,4.632612,0.0024807260000000025,2
347,16.254139,3.161831,0.002608552,1
348,19.330929,4.0890827,0.0031151639999999967,2
349,17.59547,4.660069,0.003033432000000001,2
350,19.611773,6.3763423,0.0029351799999999956,2
351,16.208649,1.1629325,0.003403932999999998,2
352,16.781603,6.845308,0.0025887500000000008,4
353,17.514471,7.2498684,0.0036190540000000035,2
354,16.0692,3.2314484,0.0024592759999999964,2
355,18.983232,7.064872,0.0026080693,1
356,16.436077,5.869198,0.0029675729999999994,2
