Steam ID,Total_Games,Total_Achievements,Archetype_1_Weight,Archetype_2_Weight,Archetype_3_Weight,Archetype_4_Weight,Archetype_5_Weight,Archetype_6_Weight,Archetype_7_Weight,Archetype_8_Weight,Archetype_9_Weight,Archetype_10_Weight,Archetype_11_Weight,Archetype_12_Weight,Archetype_13_Weight,Archetype_14_Weight,Archetype_15_Weight,Archetype_16_Weight,Archetype_17_Weight,Archetype_18_Weight,Archetype_19_Weight,Archetype_20_Weight,Archetype_21_Weight,Archetype_22_Weight,Archetype_23_Weight,Archetype_24_Weight,Archetype_25_Weight,Archetype_26_Weight,Archetype_27_Weight,Archetype_28_Weight,Archetype_29_Weight,Archetype_30_Weight
76561197960269409,9,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1531614932335608e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261512116024843e-17,0.0,0.0,1.0166573713963676e-17
76561197977935089,10,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561197983588742,10,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.231170083919083e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2955771577166093e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.464822766813682e-17,0.0,0.0,1.008915598732094e-17
76561197986997483,7,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3129659322870608e-17,0.0,0.0,0.0,0.0,0.0,4.044862601869613e-18,0.0,3.0873380513428064e-19,1.4809098822082917e-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486194812477868e-17,0.0,0.0,1.2331677852228448e-17
76561197998383791,7,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198004559773,7,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198006756264,11,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76561198011778207,9,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76561198012450682,7,73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.960450457487835e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2185368815222027e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.204409836029614e-17,0.0,0.0,7.100332349398111e-18
76561198037222425,8,49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198037246903,13,481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6807713682874962e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1271047051088226e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0043541485284197e-17
76561198042114922,7,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.011788296915483e-18,0.0,1.63191600262874e-17,0.0,0.0,0.0,0.0,1.0,3.65994243693666e-18,6.557502208405883e-18,2.620645885255919e-19,1.5730679807847387e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8592170621813406e-17,0.0,0.0,1.3407446757315964e-17
76561198046731438,7,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1842041747202296e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198061669144,7,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198064055378,10,84,0.0,0.0,0.0,1.7860925948624812e-18,0.0,0.0,6.958136526938309e-18,0.0,1.4353657555961928e-17,0.0,1.1260183248806985e-18,0.0,0.0,2.451673301641602e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1206996888510314e-18,8.687746374830009e-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76561198064800033,9,473,4.822829876235807e-17,1.0,5.412145437709331e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.3589430509358006e-17,0.0,0.0,0.0,0.0,0.0,7.202593951740969e-18,0.0,6.288820724080665e-18,3.698982185477976e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0751559492342144e-16,0.0,0.0,1.0169589060760952e-17
76561198068123705,9,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.817848224524177e-18,0.0,1.0,0.0,0.0,0.0,1.5704133847333676e-17,0.0,7.850574750569245e-18,2.463244665765711e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.505601929626047e-17,4.8410398584790065e-18,0.0,1.1501952381425697e-17
76561198088342032,7,118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198147075448,9,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198151246013,8,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.764843592200646e-19,0.0,0.0,0.0,5.511632915534726e-18,1.5529476655300298e-17,3.469816511771664e-19,0.0,0.0,0.0,0.0,0.0,5.003117717547911e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76561198192893105,10,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.957521217512621e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.238684629315648e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.363723560372993e-17,0.0,0.0,1.1856780470678842e-17
76561198201248007,7,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198354879869,10,84,0.0,0.0,0.0,8.57130366380324e-18,0.0,0.0,5.6190192738594526e-18,0.0,1.3732542604724824e-17,0.0,6.183483936947461e-18,0.0,1.3740826952807908e-18,0.0,0.0,1.0,0.0,0.0,0.0,3.0899245146040683e-18,4.810326222158652e-18,0.0,0.0,4.527517304957557e-18,0.0,0.0,0.0,0.0,0.0,0.0
76561198379680951,10,165,0.0,0.0,1.0,8.444383783298459e-18,0.0,0.0,5.377868564183011e-18,0.0,2.3906827165248387e-18,0.0,5.418081974582799e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027772245893107e-18,5.400697819984174e-18,1.2893044060691548e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198380925613,9,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561198397520727,12,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.634388576025653e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107906003129329e-17,0.0,0.0,9.869767808127015e-18
76561198796747013,7,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342569604017798e-17,0.0,3.097543384157954e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.1573304810181906e-17,9.371142492901972e-18,0.0,1.1344216914141956e-17
76561198885069362,9,296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561199027285610,8,101,0.0,0.0,0.0,6.7690505608889735e-19,2.3777044252885556e-19,0.0,1.0,0.0,2.945599289125367e-18,0.0,0.0,0.0,3.4342537648775386e-18,6.518284147184058e-19,3.1788763188332506e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76561199131606199,8,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
